label,area,centroid-0,centroid-1,eccentricity,mean_intensity,max_intensity,min_intensity,annotated_class,key
[1 2 3 4 5],[38 30 22 54 36],[ 88.5         96.7         96.09090909 103.74074074 119.5       ],[107.          97.23333333 119.90909091  72.77777778  86.30555556],[0.84182683 0.58128419 0.4282594  0.49459708 0.52755631],[138.10526316 140.73333333 144.68181818 116.40740741 140.72222222],[156. 155. 169. 134. 163.],[124. 125. 128.  94. 117.],1,[1 2 3 4 5]
[1],[1452],[101.63292011],[100.434573],[0.30865663],[160.99862259],[255.],[59.],1,[1]
[1],[917],[100.24645583],[100.2431843],[0.60391336],[170.19847328],[255.],[4.],1,[1]
[1 2 3],[37 16 27],[105.16216216 106.4375     125.59259259],[ 99.24324324 120.875      104.25925926],[0.69172867 0.63592264 0.3340637 ],[180.27027027 160.25       153.        ],[217. 175. 173.],[154. 137. 136.],1,[1 2 3]
[1],[1940],[100.54536082],[98.5556701],[0.69875343],[157.36701031],[255.],[0.],1,[1]
[1],[1563],[100.30646193],[99.97504798],[0.72109452],[154.73384517],[255.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[893],[100.71220605],[100.80739082],[0.3744071],[171.55991041],[255.],[0.],1,[1]
[1],[1083],[99.83102493],[100.29178209],[0.29608365],[167.83841182],[253.],[77.],1,[1]
[1 2 3 4 5 6],[16 21 17 20 19 20],"[ 71.75        80.          92.64705882  96.25       102.84210526
 116.75      ]","[100.625      123.14285714 112.          78.05       111.15789474
 105.05      ]",[0.50835416 0.54431455 0.29704426 0.74627545 0.52070373 0.63816827],"[161.1875     158.61904762 158.47058824 159.55       144.89473684
 141.6       ]",[172. 192. 180. 186. 164. 161.],[147. 137. 141. 138. 127. 119.],1,[1 2 3 4 5 6]
[1 2 3 4],[15 16 27 16],[ 98.33333333 106.9375     116.         119.        ],[ 81.53333333  88.6875      96.         113.5       ],[0.71317953 0.71176396 0.72836986 0.81416146],[145.06666667 141.0625     147.62962963 150.3125    ],[158. 155. 172. 169.],[134. 128. 121. 136.],1,[1 2 3 4]
[],[],[],[],[],[],[],[],1,[]
[1],[1498],[101.13818425],[99.80040053],[0.78502016],[166.00267023],[255.],[0.],1,[1]
[1],[1201],[99.52289759],[102.31890092],[0.39698439],[143.50291424],[252.],[41.],1,[1]
[1],[1918],[101.00729927],[100.91240876],[0.91304071],[145.42127216],[255.],[66.],1,[1]
[1],[1683],[101.75816993],[101.2667855],[0.82149907],[144.05109923],[255.],[66.],1,[1]
[1],[814],[99.60565111],[100.42751843],[0.61429797],[166.78869779],[255.],[0.],1,[1]
[1],[1556],[100.36311054],[101.22300771],[0.35527673],[150.46336761],[255.],[50.],1,[1]
[1 2],[ 27 864],[ 87.33333333 115.51736111],[ 78.14814815 107.56134259],[0.68751597 0.4463614 ],[172.74074074 164.43171296],[198. 255.],[136.  85.],1,[1 2]
[1],[3085],[101.14068071],[100.1076175],[0.66178852],[130.61264182],[255.],[69.],1,[1]
[1 2],[50 42],[100.4        106.30952381],[ 92.6        108.26190476],[0.32444284 0.8538771 ],[156.14       158.80952381],[195. 193.],[132. 142.],1,[1 2]
[1 2 3],[19 27 49],[ 91.52631579  94.22222222 116.81632653],[118.63157895 100.88888889 115.14285714],[0.6812973  0.7273183  0.74010703],[131.63157895 145.14814815 147.97959184],[145. 162. 182.],[122. 130. 123.],1,[1 2 3]
[1],[1237],[100.84074373],[99.59337106],[0.61986266],[159.34276475],[251.],[0.],1,[1]
[1],[1764],[100.02210884],[99.80385488],[0.82092399],[135.60827664],[255.],[0.],1,[1]
[1],[3517],[102.18055161],[102.8100654],[0.58693765],[152.45208985],[255.],[86.],1,[1]
[1],[1562],[101.61971831],[102.2106274],[0.91035858],[128.79961588],[255.],[63.],1,[1]
[1 2 3],[18 25 23],[ 78.77777778  95.76       121.04347826],[ 97.5        122.2         95.39130435],[0.58401321 0.53706545 0.34693096],[155.44444444 173.08       169.43478261],[186. 215. 200.],[128. 145. 130.],1,[1 2 3]
[1],[1354],[102.41949778],[98.15509601],[0.86550465],[145.89881832],[253.],[69.],1,[1]
[1],[3684],[99.81324647],[98.76465798],[0.66220667],[170.94543974],[253.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1705],[100.71260997],[101.63343109],[0.83138038],[150.68093842],[255.],[0.],1,[1]
[1 2 3 4 5 6],[16 24 39 43 25 24],"[ 88.          90.66666667  93.71794872 104.88372093 108.12
 108.20833333]","[115.5        126.875      106.82051282  80.6744186   97.28
 113.875     ]",[0.57735027 0.58498662 0.83534321 0.8922891  0.69746737 0.43920646],"[180.375      189.29166667 184.43589744 190.04651163 165.64
 184.70833333]",[209. 227. 208. 227. 193. 220.],[165. 168. 162. 159. 145. 159.],1,[1 2 3 4 5 6]
[1],[1207],[100.68185584],[100.06876553],[0.71998671],[142.17481359],[254.],[64.],1,[1]
[1],[729],[100.45130316],[100.82167353],[0.51522688],[173.50342936],[255.],[3.],1,[1]
[1],[2430],[101.82757202],[103.33703704],[0.66066889],[153.72674897],[253.],[67.],1,[1]
[1],[1182],[100.24957699],[100.67089679],[0.81970846],[184.64720812],[255.],[0.],1,[1]
[1],[508],[93.29724409],[88.84645669],[0.8469421],[153.75],[255.],[111.],1,[1]
[1],[900],[92.29777778],[102.26444444],[0.57769511],[161.01666667],[255.],[102.],1,[1]
[1],[803],[100.48318804],[100.62889166],[0.54967801],[146.21668742],[255.],[76.],1,[1]
[1],[163],[98.74233129],[73.70552147],[0.76196709],[166.70552147],[255.],[115.],1,[1]
[1 2],[151  93],[102.14569536 106.51612903],[96.50331126 85.17204301],[0.45230883 0.69327923],[146.00662252 133.32258065],[185. 197.],[114.  96.],1,[1 2]
[1],[1652],[99.83535109],[100.51029056],[0.69269862],[165.38680387],[253.],[0.],1,[1]
[1],[1214],[99.44645799],[101.48682043],[0.88277579],[173.00741351],[255.],[9.],1,[1]
[1],[2410],[99.40414938],[97.88174274],[0.71721144],[137.44979253],[255.],[0.],1,[1]
[1],[4208],[99.12642586],[99.06273764],[0.73525081],[151.99001901],[254.],[10.],1,[1]
[1],[3204],[98.31117353],[100.62609238],[0.62625666],[140.13732834],[253.],[1.],1,[1]
[1],[1826],[101.4271632],[100.28587076],[0.57492552],[179.01369113],[249.],[81.],1,[1]
[1],[3820],[100.80863874],[100.43115183],[0.7367223],[139.29581152],[253.],[61.],1,[1]
[1],[500],[98.614],[96.996],[0.91642951],[181.44],[254.],[103.],1,[1]
[1],[1605],[100.31962617],[100.75638629],[0.68028756],[150.36012461],[253.],[10.],1,[1]
[1],[1861],[99.06125739],[100.74691026],[0.6405285],[138.06716819],[254.],[0.],1,[1]
[1],[1044],[100.0545977],[99.1091954],[0.18982994],[177.48275862],[255.],[0.],1,[1]
[1 2],[ 46 999],[ 74.95652174 108.56256256],[99.91304348 98.28028028],[0.7331245  0.46999463],[157.15217391 165.67267267],[198. 255.],[129.  97.],1,[1 2]
[1],[2107],[100.53298529],[100.3763645],[0.80266752],[171.27669673],[251.],[93.],1,[1]
[1 2 3 4 5],[44 26 18 25 28],[ 97.34090909 108.34615385 109.5        114.6        128.96428571],[ 89.38636364 121.34615385 106.77777778  95.96        83.42857143],[0.7352436  0.47600659 0.58401321 0.49847116 0.49694881],[157.         153.84615385 162.55555556 153.6        168.28571429],[187. 185. 180. 175. 204.],[141. 123. 148. 138. 135.],1,[1 2 3 4 5]
[1],[1229],[101.41741253],[99.78519121],[0.84534924],[148.09764036],[255.],[15.],1,[1]
[1],[2254],[101.61091393],[100.10292813],[0.48681526],[153.37355812],[251.],[0.],1,[1]
[1],[1229],[99.16761595],[100.05532954],[0.59636062],[172.30431245],[254.],[9.],1,[1]
[1],[1328],[100.02183735],[100.90210843],[0.79837125],[165.49623494],[255.],[0.],1,[1]
[1],[2808],[99.24750712],[100.31766382],[0.61646456],[154.49180912],[255.],[0.],1,[1]
[1],[1010],[99.84455446],[100.14950495],[0.82339012],[177.13465347],[255.],[0.],1,[1]
[1],[2186],[99.12305581],[101.67200366],[0.63084575],[159.26898445],[254.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1 2 3 4 5 6 7],[21 21 19 28 18 20 17],"[ 81.95238095  90.95238095  97.05263158 106.5        121.
 124.         123.88235294]","[ 98.80952381 123.80952381  98.63157895  75.21428571 119.5
  81.5        127.58823529]","[0.54416476 0.54416476 0.68161343 0.19047619 0.69348374 0.61237244
 0.62594323]","[194.42857143 183.80952381 198.42105263 188.35714286 190.05555556
 178.85       175.94117647]",[226. 208. 221. 225. 212. 206. 199.],[168. 163. 179. 164. 169. 155. 157.],1,[1 2 3 4 5 6 7]
[1 2 3 4 5 6 7 8],[20 28 23 21 29 27 16 17],"[ 86.35        88.5         92.         100.0952381  101.
 103.11111111 111.75       120.41176471]","[ 79.4        100.10714286 118.          90.19047619 130.
 106.59259259  71.4375      82.88235294]","[0.56757317 0.8491589  0.56568542 0.46376031 0.64366063 0.86601625
 0.60170409 0.62594323]","[168.4        175.85714286 152.04347826 170.28571429 156.5862069
 176.25925926 156.3125     157.70588235]",[195. 200. 169. 187. 175. 205. 172. 179.],[146. 158. 138. 154. 137. 152. 139. 139.],1,[1 2 3 4 5 6 7 8]
[1],[675],[97.01037037],[99.07407407],[0.80370523],[164.15111111],[254.],[103.],1,[1]
[1],[1958],[99.80337079],[99.57558733],[0.80026113],[146.31001021],[255.],[57.],1,[1]
[1],[192],[107.53125],[118.1875],[0.5177754],[156.32291667],[255.],[133.],1,[1]
[1 2],[20 27],[ 78.1        107.40740741],[ 99.95       121.92592593],[0.39295262 0.5724126 ],[152.95       141.62962963],[174. 165.],[141. 126.],1,[1 2]
[1],[1325],[100.6045283],[100.05660377],[0.84357476],[153.37584906],[255.],[70.],1,[1]
[1],[2465],[101.12292089],[100.62150101],[0.64808502],[164.80933063],[255.],[15.],1,[1]
[1],[1529],[100.9587966],[100.51406148],[0.24850891],[172.21844343],[255.],[0.],1,[1]
[1],[1039],[99.40904716],[99.72281039],[0.66954208],[163.80461983],[255.],[32.],1,[1]
[1],[3052],[101.87188729],[99.76671035],[0.79695205],[145.85386632],[255.],[30.],1,[1]
[1],[2227],[99.02155366],[101.58464302],[0.6319853],[150.57431522],[255.],[0.],1,[1]
[1 2],[32 15],[74.15625 82.4    ],[112.625 123.6  ],[0.53448837 0.48989795],[163.125      150.46666667],[175. 159.],[151. 141.],1,[1 2]
[1],[3890],[100.87634961],[100.44344473],[0.62287284],[155.42930591],[252.],[0.],1,[1]
[1],[3390],[99.92418879],[98.64778761],[0.69847802],[147.43746313],[253.],[0.],1,[1]
[1],[2272],[98.12411972],[100.96434859],[0.47518961],[144.96170775],[253.],[58.],1,[1]
[1 2 3],[162 378  63],[ 81.52469136 104.41005291 116.98412698],[101.30864198  84.37301587 102.38095238],[0.72935418 0.79303291 0.56215743],[170.80864198 152.72486772 165.07936508],[206. 251. 208.],[153.  97. 122.],1,[1 2 3]
[1],[151],[84.72847682],[103.02649007],[0.51813497],[135.67549669],[184.],[79.],1,[1]
[1 2 3 4],[28 38 49 35],[100.25       111.07894737 113.30612245 118.57142857],[110.82142857 135.31578947 101.55102041 116.42857143],[0.72959186 0.72940933 0.83893816 0.51911358],[180.5        171.81578947 173.7755102  189.4       ],[208. 210. 205. 232.],[163. 145. 146. 153.],1,[1 2 3 4]
[1],[1022],[99.98336595],[100.31604697],[0.83540086],[160.98238748],[252.],[0.],1,[1]
[1 2 3 4],[19 38 22 29],[ 79.78947368  97.23684211 109.81818182 120.5862069 ],[106.63157895  94.76315789 123.18181818  90.4137931 ],[0.39426807 0.67291753 0.58139949 0.68342888],[166.63157895 182.65789474 171.18181818 172.48275862],[192. 209. 194. 207.],[148. 156. 153. 137.],1,[1 2 3 4]
[1],[1156],[98.45069204],[99.22923875],[0.71166107],[153.02854671],[255.],[77.],1,[1]
[1],[2155],[101.83480278],[98.71461717],[0.53763727],[139.56473318],[255.],[0.],1,[1]
[1],[1306],[101.51071975],[98.84686064],[0.81283601],[134.70137825],[251.],[50.],1,[1]
[1],[1625],[100.62092308],[100.76861538],[0.65681508],[126.32369231],[255.],[43.],1,[1]
[1],[589],[94.30220713],[98.36672326],[0.73796158],[165.13582343],[252.],[105.],1,[1]
[1],[166],[110.51807229],[101.06024096],[0.61164254],[140.34337349],[156.],[111.],1,[1]
[1 2 3],[26 37 48],[ 74.5        111.48648649 120.22916667],[104.         110.16216216  85.47916667],[0.54405882 0.78867601 0.65088424],[155.19230769 194.51351351 164.5625    ],[168. 229. 183.],[145. 167. 146.],1,[1 2 3]
[1 2],[71 66],[ 87.49295775 101.03030303],[ 92.09859155 101.93939394],[0.73373568 0.36605052],[168.67605634 172.78787879],[205. 226.],[142. 139.],1,[1 2]
[1],[1108],[95.34115523],[99.39981949],[0.73670866],[148.17057762],[253.],[63.],1,[1]
[1],[2163],[100.4766528],[100.24503005],[0.73641057],[152.82662968],[255.],[1.],1,[1]
[1 2],[30 29],[79.6        97.24137931],[100.03333333  83.5862069 ],[0.49781097 0.79061629],[125.3        138.62068966],[150. 165.],[107. 119.],1,[1 2]
[1],[2323],[99.98622471],[99.54068015],[0.86415119],[161.61730521],[255.],[9.],1,[1]
[1],[1520],[99.82302632],[99.54013158],[0.92770701],[163.44736842],[251.],[72.],1,[1]
[1],[1231],[99.86108855],[100.90008123],[0.79935099],[161.53777417],[255.],[0.],1,[1]
[1 2],[125  99],[101.408      110.63636364],[105.912       90.96969697],[0.70202045 0.88790257],[179.656      156.67676768],[251. 201.],[148. 134.],1,[1 2]
[1 2 3 4],[17 15 25 49],[ 83.88235294  92.93333333 101.56       114.36734694],[103.41176471 107.86666667 103.92       118.83673469],[0.62594323 0.58886879 0.59211846 0.60719628],[179.82352941 172.         173.2        186.28571429],[198. 199. 201. 255.],[161. 150. 156. 128.],1,[1 2 3 4]
[1],[2543],[100.70192686],[101.88281557],[0.83212775],[142.02241447],[252.],[66.],1,[1]
[1 2],[19 18],[ 99.78947368 115.16666667],[80.         93.72222222],[0.46240219 0.58668573],[120.36842105 113.27777778],[134. 123.],[105. 105.],1,[1 2]
[1],[819],[99.88400488],[100.21733822],[0.80717262],[179.31379731],[255.],[86.],1,[1]
[1],[1678],[100.86233611],[100.79261025],[0.79889843],[141.4022646],[250.],[54.],1,[1]
[1 2 3 4 5 6 7 8 9],[15 25 27 22 29 15 17 22 23],"[ 75.4         77.08        94.          96.09090909  97.5862069
 103.6        107.52941176 112.27272727 131.7826087 ]","[ 95.4         81.56        81.         110.90909091 101.55172414
 121.4         88.64705882 114.5        111.39130435]","[0.48989795 0.59211846 0.72836986 0.4282594  0.54177458 0.48989795
 0.48397751 0.53731861 0.59796672]","[137.66666667 146.08       161.33333333 177.18181818 173.72413793
 157.93333333 163.05882353 145.86363636 151.13043478]",[158. 170. 184. 210. 208. 189. 185. 174. 176.],[122. 125. 138. 141. 143. 130. 139. 128. 132.],1,[1 2 3 4 5 6 7 8 9]
[1],[1517],[99.74027686],[99.89255109],[0.76758711],[157.90705339],[255.],[65.],1,[1]
[1],[382],[94.16230366],[90.56282723],[0.84905641],[147.51308901],[255.],[58.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[],[],[],[],[],[],[],[],1,[]
[1],[1842],[98.90770901],[99.60640608],[0.73594539],[170.10586319],[255.],[30.],1,[1]
[1 2],[17 20],[ 78.88235294 112.3       ],[ 95.58823529 113.9       ],[0.62594323 0.52429669],[165.94117647 173.4       ],[183. 187.],[152. 160.],1,[1 2]
[1],[1713],[100.4938704],[99.19381203],[0.46181579],[148.6012843],[255.],[0.],1,[1]
[1],[925],[99.96648649],[100.52540541],[0.5890052],[163.83027027],[255.],[73.],1,[1]
[1],[1348],[100.89465875],[99.9458457],[0.87411814],[130.92062315],[255.],[54.],1,[1]
[1],[3806],[99.35155018],[98.89700473],[0.48776166],[163.05307409],[255.],[0.],1,[1]
[1 2 3],[22 32 23],[ 85.        100.4375    110.2173913],[105.5         90.65625    111.08695652],[0.86407794 0.74011997 0.47763077],[130.13636364 149.90625    148.47826087],[149. 178. 184.],[117. 118. 118.],1,[1 2 3]
[1],[1672],[99.82655502],[101.48923445],[0.75169885],[142.13875598],[255.],[67.],1,[1]
[1],[943],[99.49840933],[99.92895016],[0.68335636],[180.83669141],[253.],[0.],1,[1]
[1],[1295],[99.85791506],[100.42162162],[0.57252749],[142.89266409],[255.],[51.],1,[1]
[1],[27],[120.],[115.22222222],[0.6730464],[184.59259259],[218.],[158.],1,[1]
[1],[1632],[100.83455882],[100.13296569],[0.66691645],[162.77022059],[255.],[0.],1,[1]
[1],[1467],[100.92160873],[101.12338105],[0.73737804],[138.21745058],[248.],[62.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1568],[99.17602041],[101.5809949],[0.68738986],[144.15816327],[253.],[5.],1,[1]
[1],[2506],[100.62889066],[100.57701516],[0.66469825],[163.4377494],[255.],[14.],1,[1]
[1],[870],[101.74482759],[100.49655172],[0.41714533],[175.11034483],[254.],[81.],1,[1]
[1],[2945],[101.20067912],[99.93684211],[0.56019589],[155.79320883],[252.],[90.],1,[1]
[1],[1498],[100.38851802],[102.42723632],[0.7475063],[161.17757009],[252.],[0.],1,[1]
[1],[2476],[99.60500808],[100.12964459],[0.67880694],[159.26453958],[255.],[0.],1,[1]
[1 2 3],[382 180  53],[ 94.0104712  101.49444444 121.1509434 ],[107.34293194  74.05555556 105.52830189],[0.73701184 0.72769621 0.47570143],[146.10471204 180.4        183.05660377],[205. 254. 231.],[117. 146. 139.],1,[1 2 3]
[1],[1270],[100.01496063],[99.64566929],[0.73079957],[183.71338583],[252.],[83.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[3684],[99.35559175],[98.34826276],[0.62670461],[131.53040174],[255.],[0.],1,[1]
[1],[2061],[99.52692868],[99.71906841],[0.78976122],[138.70790878],[255.],[0.],1,[1]
[1 2 3],[50 45 24],[ 77.1         99.26666667 105.79166667],[ 95.94       102.28888889 107.08333333],[0.52582962 0.40424437 0.59611375],[203.66       201.93333333 195.16666667],[252. 255. 222.],[161. 167. 175.],1,[1 2 3]
[1],[1670],[99.95389222],[100.02634731],[0.63191855],[172.16526946],[255.],[0.],1,[1]
[1],[1437],[101.04036186],[100.89561587],[0.70768198],[149.85803758],[255.],[10.],1,[1]
[1],[783],[99.85057471],[100.91698595],[0.76771619],[176.7037037],[255.],[19.],1,[1]
[1],[971],[100.36663234],[100.4953656],[0.60261745],[162.38105046],[253.],[0.],1,[1]
[1],[861],[100.19628339],[99.52961672],[0.78324337],[152.14982578],[255.],[59.],1,[1]
[1],[1188],[100.28451178],[98.52104377],[0.54473935],[159.02525253],[252.],[63.],1,[1]
[1],[1170],[102.55299145],[97.02991453],[0.88875502],[171.61538462],[255.],[93.],1,[1]
[1],[868],[101.51843318],[101.26958525],[0.9007117],[158.00115207],[250.],[1.],1,[1]
[1],[606],[101.77062706],[102.45379538],[0.67662198],[184.66336634],[255.],[105.],1,[1]
[1],[2942],[100.44527532],[101.04418763],[0.62693557],[160.21957852],[255.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1 2 3],[18 25 21],[ 77.5        107.88       117.38095238],[106.77777778  87.44       111.76190476],[0.58401321 0.82003014 0.45311589],[123.72222222 132.         123.9047619 ],[137. 158. 144.],[107. 114. 104.],1,[1 2 3]
[1],[1275],[99.81882353],[100.99294118],[0.73999622],[160.14117647],[252.],[73.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[750],[100.59733333],[101.41066667],[0.77825206],[163.26666667],[253.],[6.],1,[1]
[1],[1573],[99.65924984],[99.8086459],[0.81234442],[168.35092181],[255.],[19.],1,[1]
[1],[2485],[99.52877264],[99.73762575],[0.86832328],[136.34889336],[255.],[55.],1,[1]
[1],[2114],[100.7653737],[101.84011353],[0.70751789],[143.62630085],[255.],[69.],1,[1]
[1],[973],[100.37307297],[101.78520041],[0.64606374],[165.29599178],[250.],[63.],1,[1]
[1],[1336],[99.87125749],[98.54565868],[0.89718398],[160.83158683],[253.],[0.],1,[1]
[1],[3000],[100.788],[99.36666667],[0.67066498],[139.29566667],[255.],[18.],1,[1]
[1],[2214],[101.41147245],[98.62240289],[0.44817158],[178.4263776],[255.],[0.],1,[1]
[1 2 3 4 5],[38 33 34 23 17],[ 74.78947368  92.57575758 106.02941176 122.         136.41176471],[ 97.15789474  90.66666667 106.97058824 110.82608696 104.11764706],[0.37921612 0.52532809 0.32002238 0.12869789 0.62594323],[162.55263158 166.         179.11764706 165.39130435 136.47058824],[182. 189. 210. 189. 152.],[144. 141. 154. 146. 123.],1,[1 2 3 4 5]
[],[],[],[],[],[],[],[],1,[]
[1 2],[753 223],[100.34262948  95.66367713],[ 96.56042497 116.10313901],[0.63739115 0.6860001 ],[150.94156707 155.48430493],[255. 201.],[ 76. 105.],1,[1 2]
[1],[2313],[99.87418936],[99.91093818],[0.64558288],[141.87808042],[255.],[61.],1,[1]
[1],[2567],[101.10790806],[99.85664199],[0.63451267],[124.43903389],[255.],[0.],1,[1]
[1 2 3],[31 20 17],[104.32258065 110.8        110.58823529],[121.41935484  99.5        109.11764706],[0.61014852 0.86657459 0.62594323],[177.83870968 174.65       174.94117647],[213. 185. 196.],[142. 164. 162.],1,[1 2 3]
[1],[1865],[101.79678284],[101.83753351],[0.78219899],[149.1227882],[255.],[0.],1,[1]
[1],[2221],[102.69158037],[103.48266547],[0.78472442],[152.5520036],[254.],[0.],1,[1]
[1],[1544],[100.37564767],[100.55699482],[0.63080213],[137.08160622],[255.],[64.],1,[1]
[1 2 3],[24 32 38],[ 71.66666667  77.96875    115.52631579],[113.16666667 101.59375     78.63157895],[0.48582388 0.89974632 0.71521655],[128.58333333 135.75       124.34210526],[153. 167. 154.],[100. 112.  97.],1,[1 2 3]
[1],[1031],[100.18234724],[99.76721629],[0.67674561],[179.08923375],[255.],[0.],1,[1]
[1],[1902],[100.30914826],[100.4426919],[0.78926333],[164.0126183],[254.],[0.],1,[1]
[1 2 3 4 5 6],[38 26 42 23 37 25],"[ 70.55263158  72.88461538  91.92857143 104.2173913  112.83783784
 123.4       ]","[112.65789474 100.80769231 123.45238095  93.39130435  72.59459459
  79.28      ]",[0.65927144 0.74154024 0.44340888 0.59796672 0.87965882 0.48595652],"[147.18421053 145.5        157.9047619  168.17391304 154.45945946
 160.76      ]",[160. 159. 187. 193. 168. 184.],[129. 133. 130. 146. 141. 142.],1,[1 2 3 4 5 6]
[1],[1426],[100.49789621],[99.70897616],[0.60184422],[141.7286115],[255.],[0.],1,[1]
[1],[1540],[99.52987013],[100.07012987],[0.40032569],[149.65064935],[248.],[20.],1,[1]
[1 2],[30 20],[86.33333333 92.6       ],[121.5   76.25],[0.3420494  0.83278238],[157.23333333 139.        ],[173. 148.],[138. 131.],1,[1 2]
[1],[2921],[97.27114002],[101.24649093],[0.80873492],[142.8610065],[255.],[72.],1,[1]
[1],[1010],[99.15742574],[100.4019802],[0.63464406],[142.4019802],[254.],[62.],1,[1]
[1],[1951],[98.77652486],[99.6622245],[0.72907902],[154.88108662],[255.],[0.],1,[1]
[1 2 3 4 5 6],[15 44 28 26 41 28],"[ 63.4         76.70454545  97.5         99.65384615 113.92682927
 129.07142857]","[106.6        116.20454545 124.5         77.          72.56097561
  89.28571429]",[0.48989795 0.76048762 0.62017367 0.62910936 0.93290224 0.64222075],"[118.73333333 136.06818182 126.96428571 153.88461538 148.51219512
 111.10714286]",[130. 164. 149. 201. 170. 127.],[109. 115. 110. 120. 120.  98.],1,[1 2 3 4 5 6]
[1],[1675],[100.21014925],[99.44477612],[0.83565433],[161.91820896],[254.],[0.],1,[1]
[1],[4030],[98.91985112],[97.8942928],[0.55798598],[160.63424318],[252.],[89.],1,[1]
[1],[1024],[97.26855469],[97.99609375],[0.91374466],[142.99121094],[254.],[63.],1,[1]
[1 2 3 4 5 6],[ 16  27  31  43 112  19],"[ 80.5         87.07407407  92.4516129  104.97674419 110.02678571
 114.36842105]","[ 82.          92.77777778  74.77419355  92.18604651 104.99107143
  88.47368421]",[0.57735027 0.74919631 0.63776371 0.58950554 0.91012501 0.6812973 ],"[164.3125     188.25925926 177.80645161 200.65116279 206.28571429
 173.36842105]",[180. 215. 210. 241. 253. 188.],[151. 168. 153. 164. 165. 157.],1,[1 2 3 4 5 6]
[1 2 3 4],[15 18 17 38],[ 73.13333333  79.22222222  83.35294118 101.65789474],[ 98.46666667 104.5         81.52941176  87.5       ],[0.47609523 0.58401321 0.48397751 0.92315679],[150.66666667 160.16666667 165.88235294 173.84210526],[170. 179. 189. 196.],[139. 146. 146. 149.],1,[1 2 3 4]
[1],[356],[95.02247191],[100.94382022],[0.62712704],[163.61797753],[255.],[92.],1,[1]
[1],[1249],[100.51641313],[98.91993595],[0.85130693],[140.28422738],[255.],[64.],1,[1]
[1],[1539],[100.4431449],[101.48083171],[0.6717376],[135.44509422],[255.],[63.],1,[1]
[1],[1887],[101.80710122],[100.38102809],[0.90476995],[150.44144144],[253.],[15.],1,[1]
[1],[952],[99.625],[100.68067227],[0.75764913],[180.63655462],[255.],[32.],1,[1]
[1],[865],[100.87398844],[99.45549133],[0.69807866],[180.01387283],[251.],[82.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[2178],[99.23232323],[100.48760331],[0.67245316],[148.7020202],[255.],[65.],1,[1]
[1],[1939],[101.00206292],[100.12222795],[0.76299773],[151.53017019],[252.],[13.],1,[1]
[1],[824],[98.29975728],[100.92475728],[0.62763768],[163.91019417],[254.],[73.],1,[1]
[1],[1693],[99.78381571],[100.87182516],[0.68191826],[173.35676314],[255.],[0.],1,[1]
[1],[1805],[99.54626039],[100.3734072],[0.70159508],[136.27590028],[248.],[54.],1,[1]
[1],[2957],[101.16672303],[99.45958742],[0.74720097],[125.34900237],[255.],[7.],1,[1]
[1 2 3],[22 20 16],[ 88.81818182  91.25       106.4375    ],[111.40909091  85.25        91.75      ],[0.78630203 0.27524094 0.60170409],[167.22727273 162.75       162.375     ],[190. 181. 174.],[153. 145. 152.],1,[1 2 3]
[1],[877],[97.55644242],[99.39566705],[0.67873777],[185.90421893],[254.],[98.],1,[1]
[1],[1384],[99.99855491],[99.11271676],[0.72171218],[152.3367052],[255.],[62.],1,[1]
[1 2 3 4 5 6 7],[23 31 24 25 16 16 24],"[ 58.60869565  74.         100.66666667 100.92       113.4375
 114.4375     120.04166667]","[105.08695652 114.          58.875      141.72       107.75
  72.75        93.125     ]","[0.74569456 0.69337525 0.58498662 0.68423193 0.60170409 0.60170409
 0.62882131]","[150.82608696 155.19354839 151.91666667 139.2        164.75
 154.9375     176.16666667]",[169. 176. 180. 157. 179. 167. 200.],[135. 137. 129. 119. 147. 143. 154.],1,[1 2 3 4 5 6 7]
[1],[1102],[100.60435572],[99.58529946],[0.53697892],[162.19147005],[255.],[68.],1,[1]
[1],[2259],[99.82204515],[100.11420983],[0.63337913],[148.68880035],[255.],[15.],1,[1]
[1],[1280],[100.42265625],[99.3140625],[0.64542097],[148.48125],[251.],[17.],1,[1]
[1],[3703],[100.17310289],[100.05022954],[0.70306776],[157.3405347],[255.],[69.],1,[1]
[1],[665],[104.58496241],[95.30827068],[0.73408815],[129.79398496],[255.],[89.],1,[1]
[1 2],[33 27],[103.72727273 129.51851852],[99.63636364 98.40740741],[0.58077641 0.65979801],[180.66666667 163.11111111],[214. 182.],[153. 148.],1,[1 2]
[],[],[],[],[],[],[],[],1,[]
[1],[1053],[100.80436847],[100.77587844],[0.608728],[160.90218424],[251.],[1.],1,[1]
[1],[1491],[99.43594903],[101.1824279],[0.75055926],[144.76861167],[255.],[70.],1,[1]
[1],[133],[94.63157895],[115.36842105],[0.52992406],[163.7518797],[255.],[114.],1,[1]
